info,year,city,price
扬州房价12971元/㎡0.02% ↑,2019,扬州,12971
大理房价12921元/㎡0.83% ↓,2019,大理,12921
漳州房价12831元/㎡0.76% ↓,2019,漳州,12831
无锡房价12688元/㎡0.67% ↑,2019,无锡,12688
佛山房价12547元/㎡1.11% ↑,2019,佛山,12547
西安房价12343元/㎡—,2019,西安,12343
兰州房价12327元/㎡0.26% ↑,2019,兰州,12327
南昌房价12086元/㎡0.64% ↓,2019,南昌,12086
莆田房价12059元/㎡0.85% ↓,2019,莆田,12059
拉萨房价11835元/㎡0.67% ↓,2019,拉萨,11835
乐清房价11827元/㎡0.03% ↓,2019,乐清,11827
嘉兴房价11806元/㎡0.32% ↓,2019,嘉兴,11806
龙岩房价11678元/㎡0.86% ↑,2019,龙岩,11678
太原房价11660元/㎡0.83% ↓,2019,太原,11660
秦皇岛房价11382元/㎡1.08% ↑,2019,秦皇岛,11382
呼和浩特房价11279元/㎡0.04% ↑,2019,呼和浩特,11279
泉州房价11250元/㎡0.47% ↓,2019,泉州,11250
中山房价11108元/㎡0.59% ↑,2019,中山,11108
重庆房价11106元/㎡2.52% ↓,2019,重庆,11106
泰安房价11029元/㎡0.04% ↑,2019,泰安,11029
南宁房价10891元/㎡0.45% ↓,2019,南宁,10891
香港房价10849元/㎡—,2019,香港,10849
泰州房价10832元/㎡0.18% ↑,2019,泰州,10832
保定房价10672元/㎡1.64% ↓,2019,保定,10672
宁德房价10639元/㎡1.25% ↑,2019,宁德,10639
武夷山房价10624元/㎡0.45% ↓,2019,武夷山,10624
海东房价10522元/㎡2.80% ↑,2019,海东,10522
承德房价10486元/㎡2.90% ↑,2019,承德,10486
徐州房价10452元/㎡0.28% ↑,2019,徐州,10452
沧州房价10445元/㎡2.08% ↓,2019,沧州,10445
烟台房价10363元/㎡1.52% ↑,2019,烟台,10363
威海房价10120元/㎡0.07% ↑,2019,威海,10120
日照房价10119元/㎡0.11% ↓,2019,日照,10119
湖州房价10007元/㎡1.70% ↓,2019,湖州,10007
长沙房价9996元/㎡—,2019,长沙,9996
盐城房价9923元/㎡0.05% ↑,2019,盐城,9923
邯郸房价9920元/㎡0.02% ↓,2019,邯郸,9920
顺德房价9917元/㎡1.13% ↑,2019,顺德,9917
惠州房价9874元/㎡0.57% ↑,2019,惠州,9874
哈尔滨房价9825元/㎡0.53% ↑,2019,哈尔滨,9825
沈阳房价9736元/㎡0.54% ↑,2019,沈阳,9736
赤峰房价9729元/㎡0.39% ↑,2019,赤峰,9729
天水房价9721元/㎡0.04% ↓,2019,天水,9721
丽水房价9656元/㎡—,2019,丽水,9656
聊城房价9652元/㎡2.02% ↓,2019,聊城,9652
三明房价9640元/㎡0.20% ↓,2019,三明,9640
芜湖房价9592元/㎡0.95% ↓,2019,芜湖,9592
长春房价9513元/㎡0.68% ↓,2019,长春,9513
汕头房价9492元/㎡1.06% ↓,2019,汕头,9492
唐山房价9485元/㎡0.34% ↓,2019,唐山,9485
巢湖房价9408元/㎡—,2019,巢湖,9408
镇江房价9320元/㎡0.83% ↓,2019,镇江,9320
柳州房价9175元/㎡0.67% ↑,2019,柳州,9175
张家口房价9153元/㎡2.79% ↓,2019,张家口,9153
襄阳房价9140元/㎡0.12% ↓,2019,襄阳,9140
凉山房价9123元/㎡0.13% ↑,2019,凉山,9123
贵阳房价9103元/㎡0.39% ↓,2019,贵阳,9103
西宁房价9089元/㎡0.77% ↑,2019,西宁,9089
章丘房价9074元/㎡—,2019,章丘,9074
德州房价8826元/㎡0.75% ↑,2019,德州,8826
池州房价8767元/㎡1.10% ↓,2019,池州,8767
长治房价8687元/㎡1.79% ↑,2019,长治,8687
林芝房价8680元/㎡—,2019,林芝,8680
北京房价57830元/㎡0.52% ↓,2020,北京,57830
深圳房价55085元/㎡0.24% ↑,2020,深圳,55085
上海房价50486元/㎡0.66% ↓,2020,上海,50486
厦门房价46899元/㎡0.73% ↑,2020,厦门,46899
广州房价30726元/㎡1.59% ↓,2020,广州,30726
南京房价28388元/㎡0.73% ↑,2020,南京,28388
杭州房价26913元/㎡2.69% ↑,2020,杭州,26913
三亚房价26806元/㎡0.33% ↓,2020,三亚,26806
福州房价23758元/㎡0.46% ↓,2020,福州,23758
宁波房价23333元/㎡0.08% ↓,2020,宁波,23333
温州房价20950元/㎡0.78% ↓,2020,温州,20950
珠海房价20718元/㎡0.19% ↓,2020,珠海,20718
义乌房价20605元/㎡0.24% ↓,2020,义乌,20605
天津房价20329元/㎡1.35% ↓,2020,天津,20329
苏州房价20197元/㎡0.69% ↑,2020,苏州,20197
瑞安房价17321元/㎡0.11% ↑,2020,瑞安,17321
舟山房价16682元/㎡0.02% ↓,2020,舟山,16682
青岛房价16432元/㎡0.06% ↑,2020,青岛,16432
昆山房价16386元/㎡0.71% ↓,2020,昆山,16386
金华房价16367元/㎡0.77% ↑,2020,金华,16367
绍兴房价16198元/㎡0.93% ↓,2020,绍兴,16198
武汉房价15996元/㎡4.67% ↑,2020,武汉,15996
东莞房价15882元/㎡1.28% ↓,2020,东莞,15882
济南房价15874元/㎡0.09% ↓,2020,济南,15874
石家庄房价15165元/㎡0.12% ↓,2020,石家庄,15165
台州房价14864元/㎡0.82% ↑,2020,台州,14864
衢州房价14811元/㎡0.36% ↓,2020,衢州,14811
海口房价14709元/㎡2.27% ↓,2020,海口,14709
大连房价14543元/㎡0.08% ↑,2020,大连,14543
常州房价14456元/㎡0.47% ↓,2020,常州,14456
合肥房价14274元/㎡0.34% ↓,2020,合肥,14274
南通房价14175元/㎡1.27% ↑,2020,南通,14175
廊坊房价13848元/㎡1.23% ↓,2020,廊坊,13848
正定房价13526元/㎡0.04% ↓,2020,正定,13526
郑州房价13409元/㎡0.05% ↓,2020,郑州,13409
扬州房价13299元/㎡0.23% ↓,2020,扬州,13299
昆明房价13129元/㎡0.09% ↓,2020,昆明,13129
成都房价13125元/㎡0.17% ↓,2020,成都,13125
无锡房价13076元/㎡0.75% ↑,2020,无锡,13076
佛山房价12898元/㎡0.32% ↓,2020,佛山,12898
大理房价12831元/㎡0.31% ↓,2020,大理,12831
漳州房价12719元/㎡0.39% ↓,2020,漳州,12719
兰州房价12619元/㎡0.09% ↓,2020,兰州,12619
西安房价12397元/㎡0.62% ↓,2020,西安,12397
南昌房价12171元/㎡0.71% ↓,2020,南昌,12171
拉萨房价12165元/㎡1.28% ↑,2020,拉萨,12165
龙岩房价12038元/㎡0.08% ↑,2020,龙岩,12038
莆田房价11830元/㎡1.78% ↓,2020,莆田,11830
乐清房价11745元/㎡0.31% ↓,2020,乐清,11745
嘉兴房价11703元/㎡0.87% ↓,2020,嘉兴,11703
秦皇岛房价11684元/㎡0.17% ↑,2020,秦皇岛,11684
呼和浩特房价11602元/㎡0.19% ↓,2020,呼和浩特,11602
宁德房价11517元/㎡3.45% ↑,2020,宁德,11517
太原房价11439元/㎡1.03% ↓,2020,太原,11439
泉州房价11425元/㎡0.24% ↓,2020,泉州,11425
重庆房价11207元/㎡0.28% ↓,2020,重庆,11207
泰州房价11026元/㎡0.24% ↑,2020,泰州,11026
泰安房价11015元/㎡1.18% ↑,2020,泰安,11015
武夷山房价10878元/㎡1.21% ↑,2020,武夷山,10878
南宁房价10875元/㎡0.41% ↓,2020,南宁,10875
沧州房价10853元/㎡1.22% ↓,2020,沧州,10853
香港房价10849元/㎡—,2020,香港,10849
中山房价10837元/㎡0.27% ↓,2020,中山,10837
顺德房价10833元/㎡4.28% ↑,2020,顺德,10833
海东房价10565元/㎡1.85% ↓,2020,海东,10565
保定房价10528元/㎡1.77% ↓,2020,保定,10528
徐州房价10417元/㎡0.64% ↓,2020,徐州,10417
盐城房价10317元/㎡0.94% ↓,2020,盐城,10317
烟台房价10291元/㎡1.53% ↓,2020,烟台,10291
唐山房价10268元/㎡1.13% ↓,2020,唐山,10268
承德房价10191元/㎡2.18% ↓,2020,承德,10191
邯郸房价10105元/㎡0.11% ↑,2020,邯郸,10105
日照房价10099元/㎡0.35% ↓,2020,日照,10099
湖州房价10080元/㎡1.00% ↑,2020,湖州,10080
哈尔滨房价10042元/㎡0.15% ↑,2020,哈尔滨,10042
三明房价9975元/㎡0.61% ↓,2020,三明,9975
沈阳房价9909元/㎡0.05% ↑,2020,沈阳,9909
长沙房价9900元/㎡0.36% ↓,2020,长沙,9900
惠州房价9860元/㎡0.72% ↓,2020,惠州,9860
赤峰房价9839元/㎡0.26% ↓,2020,赤峰,9839
威海房价9819元/㎡0.66% ↓,2020,威海,9819
天水房价9793元/㎡0.20% ↑,2020,天水,9793
芜湖房价9665元/㎡0.33% ↓,2020,芜湖,9665
丽水房价9656元/㎡—,2020,丽水,9656
聊城房价9563元/㎡0.33% ↑,2020,聊城,9563
西宁房价9542元/㎡0.14% ↓,2020,西宁,9542
长春房价9513元/㎡0.06% ↓,2020,长春,9513
汕头房价9455元/㎡0.50% ↓,2020,汕头,9455
巢湖房价9408元/㎡—,2020,巢湖,9408
镇江房价9353元/㎡1.13% ↑,2020,镇江,9353
凉山房价9231元/㎡0.38% ↑,2020,凉山,9231
宿迁房价9141元/㎡0.45% ↑,2020,宿迁,9141
襄阳房价9134元/㎡0.03% ↓,2020,襄阳,9134
柳州房价9110元/㎡0.71% ↓,2020,柳州,9110
章丘房价9078元/㎡0.17% ↓,2020,章丘,9078
长治房价8953元/㎡0.42% ↑,2020,长治,8953
德州房价8865元/㎡0.30% ↓,2020,德州,8865
贵阳房价8864元/㎡0.31% ↓,2020,贵阳,8864
连云港房价8851元/㎡1.02% ↑,2020,连云港,8851
洛阳房价8838元/㎡0.49% ↑,2020,洛阳,8838
